피자 ID,주문 ID,피자 이름 ID,주문 수량,주문 날짜,주문 요일,주문 시간,단가,총액,피자 사이즈,피자 종류,피자 재료 목록,피자 이름,사이즈별 가격 구간
28912,12753,calabrese_l,1,8/1/2015,Saturday,15:54:05,20.25,20.25,L,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,고가
28913,12753,five_cheese_l,1,8/1/2015,Saturday,15:54:05,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
28914,12753,four_cheese_l,1,8/1/2015,Saturday,15:54:05,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,중가
28915,12753,peppr_salami_l,1,8/1/2015,Saturday,15:54:05,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,고가
28916,12754,thai_ckn_l,1,8/1/2015,Saturday,15:58:53,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
28920,12755,southw_ckn_l,1,8/1/2015,Saturday,16:04:46,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,고가
28922,12756,ital_cpcllo_l,1,8/1/2015,Saturday,16:08:33,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,고가
28932,12760,thai_ckn_l,1,8/1/2015,Saturday,16:55:49,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
28939,12764,napolitana_l,1,8/1/2015,Saturday,17:05:40,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,고가
28943,12766,five_cheese_l,1,8/1/2015,Saturday,17:18:55,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
28944,12766,spicy_ital_l,1,8/1/2015,Saturday,17:18:55,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,고가
28945,12767,bbq_ckn_l,1,8/1/2015,Saturday,17:39:56,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
28951,12771,five_cheese_l,1,8/1/2015,Saturday,18:26:37,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
28953,12772,classic_dlx_l,1,8/1/2015,Saturday,18:28:49,20.5,20.5,L,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,고가
28954,12773,bbq_ckn_l,1,8/1/2015,Saturday,18:29:22,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
28955,12773,the_greek_l,1,8/1/2015,Saturday,18:29:22,20.5,20.5,L,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,고가
28956,12774,cali_ckn_l,1,8/1/2015,Saturday,18:30:26,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,고가
28962,12776,bbq_ckn_l,1,8/1/2015,Saturday,18:37:52,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
28967,12778,spicy_ital_l,1,8/1/2015,Saturday,18:44:48,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,고가
28969,12779,veggie_veg_l,1,8/1/2015,Saturday,18:44:50,20.25,20.25,L,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,고가
28971,12781,bbq_ckn_l,1,8/1/2015,Saturday,18:48:39,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
28974,12783,five_cheese_l,1,8/1/2015,Saturday,19:14:29,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
28975,12784,ckn_pesto_l,1,8/1/2015,Saturday,19:17:19,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,고가
28978,12785,pep_msh_pep_l,1,8/1/2015,Saturday,19:25:58,17.5,17.5,L,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",중가
28983,12788,calabrese_l,1,8/1/2015,Saturday,19:58:11,20.25,20.25,L,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,고가
28984,12788,five_cheese_l,2,8/1/2015,Saturday,19:58:11,18.5,37.0,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
28992,12791,ital_veggie_l,1,8/1/2015,Saturday,20:35:08,21.0,21.0,L,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza,고가
28995,12793,classic_dlx_l,1,8/1/2015,Saturday,20:47:28,20.5,20.5,L,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,고가
29000,12796,peppr_salami_l,2,8/1/2015,Saturday,20:53:57,20.75,41.5,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,고가
29004,12798,prsc_argla_l,1,8/1/2015,Saturday,21:20:33,20.75,20.75,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,고가
29006,12799,mexicana_l,1,8/1/2015,Saturday,21:32:30,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,고가
29014,12803,thai_ckn_l,1,8/1/2015,Saturday,22:29:01,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
29015,12804,napolitana_l,1,8/1/2015,Saturday,22:48:43,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,고가
29018,12806,ital_cpcllo_l,1,8/2/2015,Sunday,12:22:45,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,고가
29020,12807,mexicana_l,1,8/2/2015,Sunday,12:44:49,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,고가
29021,12808,bbq_ckn_l,2,8/2/2015,Sunday,12:47:25,20.75,41.5,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
29025,12808,five_cheese_l,1,8/2/2015,Sunday,12:47:25,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
29026,12808,ital_cpcllo_l,1,8/2/2015,Sunday,12:47:25,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,고가
29028,12808,mexicana_l,2,8/2/2015,Sunday,12:47:25,20.25,40.5,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,고가
29029,12808,sicilian_l,1,8/2/2015,Sunday,12:47:25,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,고가
29033,12809,peppr_salami_l,1,8/2/2015,Sunday,13:20:06,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,고가
29036,12810,cali_ckn_l,1,8/2/2015,Sunday,13:46:36,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,고가
29040,12812,bbq_ckn_l,1,8/2/2015,Sunday,13:59:39,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
29043,12812,ckn_pesto_l,1,8/2/2015,Sunday,13:59:39,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,고가
29044,12812,five_cheese_l,1,8/2/2015,Sunday,13:59:39,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
29045,12812,four_cheese_l,1,8/2/2015,Sunday,13:59:39,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,중가
29052,12812,thai_ckn_l,1,8/2/2015,Sunday,13:59:39,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
29053,12813,ckn_pesto_l,1,8/2/2015,Sunday,14:17:58,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,고가
29060,12818,bbq_ckn_l,1,8/2/2015,Sunday,15:29:54,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
29061,12819,spicy_ital_l,1,8/2/2015,Sunday,15:48:07,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,고가
29062,12820,ital_cpcllo_l,1,8/2/2015,Sunday,16:13:34,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,고가
29066,12822,pepperoni_l,1,8/2/2015,Sunday,16:46:54,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,저가
29067,12823,cali_ckn_l,1,8/2/2015,Sunday,16:48:34,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,고가
29071,12824,peppr_salami_l,1,8/2/2015,Sunday,17:13:08,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,고가
29073,12825,five_cheese_l,1,8/2/2015,Sunday,17:16:53,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
29074,12825,spinach_supr_l,1,8/2/2015,Sunday,17:16:53,20.75,20.75,L,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,고가
29076,12826,ckn_pesto_l,1,8/2/2015,Sunday,17:17:39,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,고가
29077,12826,five_cheese_l,1,8/2/2015,Sunday,17:17:39,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
29079,12827,cali_ckn_l,1,8/2/2015,Sunday,17:19:02,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,고가
29081,12827,southw_ckn_l,1,8/2/2015,Sunday,17:19:02,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,고가
29085,12829,southw_ckn_l,1,8/2/2015,Sunday,17:21:25,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,고가
29089,12832,mexicana_l,1,8/2/2015,Sunday,17:47:01,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,고가
29091,12833,five_cheese_l,1,8/2/2015,Sunday,17:57:21,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
29094,12834,pepperoni_l,1,8/2/2015,Sunday,18:25:01,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,저가
29100,12837,four_cheese_l,1,8/2/2015,Sunday,19:51:51,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,중가
29106,12841,cali_ckn_l,1,8/2/2015,Sunday,20:34:14,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,고가
29109,12842,cali_ckn_l,1,8/2/2015,Sunday,20:42:21,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,고가
29110,12842,napolitana_l,1,8/2/2015,Sunday,20:42:21,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,고가
29111,12842,southw_ckn_l,1,8/2/2015,Sunday,20:42:21,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,고가
29112,12843,hawaiian_l,1,8/2/2015,Sunday,20:52:19,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,중가
29115,12844,mediterraneo_l,1,8/2/2015,Sunday,20:58:18,20.25,20.25,L,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,고가
29116,12845,soppressata_l,1,8/2/2015,Sunday,21:04:16,20.75,20.75,L,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,고가
29122,12850,spicy_ital_l,1,8/2/2015,Sunday,21:50:16,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,고가
29126,12852,spinach_supr_l,1,8/2/2015,Sunday,22:12:31,20.75,20.75,L,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,고가
29129,12855,spinach_fet_l,1,8/3/2015,Monday,11:30:31,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,고가
29133,12858,ital_supr_l,1,8/3/2015,Monday,12:04:36,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,고가
29134,12859,mexicana_l,1,8/3/2015,Monday,12:11:47,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,고가
29135,12859,spin_pesto_l,1,8/3/2015,Monday,12:11:47,20.75,20.75,L,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,고가
29142,12865,five_cheese_l,1,8/3/2015,Monday,12:49:26,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
29151,12868,ital_supr_l,2,8/3/2015,Monday,13:13:44,20.75,41.5,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,고가
29152,12868,pep_msh_pep_l,1,8/3/2015,Monday,13:13:44,17.5,17.5,L,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",중가
29153,12869,soppressata_l,1,8/3/2015,Monday,13:24:12,20.75,20.75,L,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,고가
29155,12871,mexicana_l,1,8/3/2015,Monday,13:33:16,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,고가
29157,12872,ital_supr_l,1,8/3/2015,Monday,13:51:49,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,고가
29162,12876,ital_cpcllo_l,1,8/3/2015,Monday,14:04:26,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,고가
29167,12878,bbq_ckn_l,1,8/3/2015,Monday,14:26:56,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
29169,12878,southw_ckn_l,1,8/3/2015,Monday,14:26:56,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,고가
29171,12879,sicilian_l,1,8/3/2015,Monday,14:32:07,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,고가
29175,12881,calabrese_l,1,8/3/2015,Monday,14:36:51,20.25,20.25,L,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,고가
29177,12882,five_cheese_l,1,8/3/2015,Monday,14:40:01,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
29184,12884,southw_ckn_l,1,8/3/2015,Monday,15:23:21,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,고가
29186,12885,mediterraneo_l,1,8/3/2015,Monday,16:27:07,20.25,20.25,L,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,고가
29190,12887,bbq_ckn_l,1,8/3/2015,Monday,16:57:46,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
29191,12887,southw_ckn_l,1,8/3/2015,Monday,16:57:46,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,고가
29193,12888,four_cheese_l,1,8/3/2015,Monday,17:11:04,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,중가
29195,12889,five_cheese_l,1,8/3/2015,Monday,17:17:13,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
29196,12889,mexicana_l,1,8/3/2015,Monday,17:17:13,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,고가
29199,12891,napolitana_l,1,8/3/2015,Monday,18:10:31,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,고가
29200,12891,southw_ckn_l,1,8/3/2015,Monday,18:10:31,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,고가
29201,12891,spicy_ital_l,1,8/3/2015,Monday,18:10:31,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,고가
29203,12892,mexicana_l,1,8/3/2015,Monday,18:32:23,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,고가
29205,12893,ital_supr_l,1,8/3/2015,Monday,18:39:14,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,고가
29206,12894,bbq_ckn_l,1,8/3/2015,Monday,18:47:16,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
29207,12894,spicy_ital_l,1,8/3/2015,Monday,18:47:16,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,고가
29208,12895,thai_ckn_l,1,8/3/2015,Monday,19:03:15,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
29212,12898,bbq_ckn_l,1,8/3/2015,Monday,19:15:22,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,고가
29215,12898,thai_ckn_l,1,8/3/2015,Monday,19:15:22,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
29217,12900,ital_supr_l,1,8/3/2015,Monday,19:41:33,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,고가
29218,12900,prsc_argla_l,1,8/3/2015,Monday,19:41:33,20.75,20.75,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,고가
29221,12901,four_cheese_l,2,8/3/2015,Monday,19:42:25,17.95,35.9,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,중가
29222,12901,mexicana_l,1,8/3/2015,Monday,19:42:25,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,고가
29223,12902,five_cheese_l,1,8/3/2015,Monday,20:05:21,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,중가
29224,12902,the_greek_l,1,8/3/2015,Monday,20:05:21,20.5,20.5,L,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,고가
29225,12903,ital_cpcllo_l,1,8/3/2015,Monday,20:10:47,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,고가
29228,12904,peppr_salami_l,1,8/3/2015,Monday,20:20:49,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,고가
29229,12905,cali_ckn_l,1,8/3/2015,Monday,20:29:23,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,고가
29234,12907,mediterraneo_l,1,8/3/2015,Monday,21:11:13,20.25,20.25,L,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,고가
29235,12908,spicy_ital_l,1,8/3/2015,Monday,21:27:13,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,고가
29236,12908,spinach_fet_l,1,8/3/2015,Monday,21:27:13,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,고가
29238,12910,thai_ckn_l,1,8/3/2015,Monday,21:55:54,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,고가
29240,12910,veggie_veg_l,1,8/3/2015,Monday,21:55:54,20.25,20.25,L,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,고가
29241,12911,cali_ckn_l,1,8/4/2015,Tuesday,11:26:07,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,고가
29242,12912,ckn_pesto_l,1,8/4/2015,Tuesday,11:48:45,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,고가
29245,12914,sicilian_l,1,8/4/2015,Tuesday,11:49:48,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,고가
